smiles,pKa
S=C(NC1(=CC=C(C)C=C1))CC(=O)C,7.65
S=C2(N(C(=O)C(C1(=CC=CC=C1))(CC)C(N2)=O)C),7.65
O=C(C=NO)C=NO,7.65
O=[N+]([O-])C1(=C(C=C(O)C=C1)C),7.65
S2(=O)(=O)(C1(=C(C=CC=C1)C(=C2)O)),7.65
O=C(C1(=CC(OC)=C(O)C=C1))C,7.65
[S+](C1(=CC(O)=CC=C1))(C)C,7.67
O=[N+]([O-])C2(=C(OC(=O)C1(=CC=C(O)C=C1))C=CC(=C2)[N+](=O)[O-]),7.68
SCC[NH+](C)C,7.68
S(C1(=NN=C2(N=C(NC2(=N1))C3(=C(OC)C=C(OC)C=C3))))C,7.69
S(=O)(=O)(N)C=1(SC(N)=NN=1),7.69
[Br]C1(=CC(=C(O)C=C1)C[NH+](CC)CC),7.7
OC1(=NNC(=C1CC2(=CC=CC=C2))C3(=CC=CC=C3)),7.7
ClC1(=C(Cl)C=C(O)C=C1Cl),7.7
ClC2(=CC=1(N=NNC=1C=C2)),7.7
OC3(=CC2(=C(N)C=1(C(=CC=CC=1)[NH+]=C2C=C3))),7.71
ClC1(=C(Cl)C=CC=C1O),7.71
SCC[NH+](CC)CC,7.72
O=[N+]([O-])C1(=CC(=C(O)C(=C1)CC)CC),7.73
OC2(=CC=C(N=NC1(=CC=NC=C1))C=C2),7.73
O(C1(=NC=2(N=CN=CC=2(N1))))C,7.73
O=C(N(C)C)CC(=O)C1(=CC=NC=C1),7.75
O=C(C=2(C=1(C(=NC=CC=1)C(O)=CC=2)))C,7.75
S(=O)(=O)(NC1(=CC=C(C(=O)[O-])C=C1))C2(=CC=CC=C2),7.75
ClC1(=NC=NC2(=C1NC=N2)),7.75
S(=O)(=O)([O-])C=2(C=1(NN=CC=1C(=NO)C(C=2)=O)),7.75
ON=CC1(=[N+](C=CC=C1)C),7.75
O=C1(C(O)=CC=C(C=C1)OC),7.75
SCC[NH+](CCCC)CCCC,7.76
O=C2(C(=NO)C1(=C(C=CC=C1)C=C2)),7.77
[Br]C2(=CC=C(NS(=O)(=O)C1(=CC=CC=C1))C=C2),7.78
O=C2(OC1(=C(C=CC(=C1)O)C(=C2)C)),7.8
OC=1(NN=C(C=1CC)C2(=CC=CC=C2)),7.8
OC=1(N(N=C(C=1C)C2(=CC=CC=C2))C3(=CC=CC=C3)),7.8
S(=O)(=O)(N)C=1(SC(NC)=NN=1),7.8
ClC1(=C(O)C=CC(=C1)Cl),7.8
O=NCC(=O)C1(=CN=CC=C1),7.8
S(=O)(=O)(N)C=1(SC=2(C=CC=CC=2(N=1))),7.8
O=CC1(=CC(=CC=C1)B(O)O),7.8
O=[N+]([O-])C1(=C(O)C=CC(=C1)N),7.81
OC2(=CC=C(N=NC=1(C(=NNC=1N)N))C=C2),7.81
O=C1(C3(=C(OC(=C1)C2(=CC=CC=C2))C(O)=CC=C3)),7.82
O=C1(C(O)=COC(=C1)CO),7.82
O=C1(C(C(=O)C)CCC1),7.82
S(=O)(=O)(C1(=CC=C(O)C=C1))C,7.83
SCC[NH2+]CCC1(=CC=CC=C1),7.85
S(=O)(=O)(NC1(=CC=C(S(=O)(=O)N)C=C1))C2(=CC=C(N)C=C2),7.85
ClC1(=C(O)C(=CC(=C1)Cl)C),7.85
S=C1(SSC(=C1)C2(=CC=C(O)C=C2)),7.86
O=C(N(O)C1(=CC=CC=C1))C2(=CC=CC=C2),7.87
S(=O)(=O)(NC1(=CN=CC=C1))C2(=CC=C(N)C=C2),7.89
O=C(C1(=CC=C(O)C=C1))C[NH2+]C(C)(C)C,7.9
ClC(=NO)C(=O)C,7.9
ClCC(=O)C=NO,7.9
O=C(N(C)C)C1(=NC=NC2(=C1NC=N2)),7.9
IC2(=C(O)C1(=NC=CC=C1C(=C2)Cl)),7.9
ClC2(=CC=C(NS(=O)(=O)C1(=CC=CC=C1))C=C2),7.91
O=CC1(=C(O)C(OC)=CC=C1),7.91
FC(F)(F)C(F)(F)C(=O)NN,7.92
SCC[NH2+]CCC,7.92
O=[N+]([O-])C1(=CC=C(C(=O)N(O)C)C=C1),7.92
O=C1(C(O)=C(C=CC=C1)C),7.92
S(=O)(=O)(NC1(=CC(OC)=CC=C1))C2(=CC=CC=C2),7.95
OC2(=CC=1(C(=CN=NC=1)C=C2)),7.95
SC1(=NN=C(N1N)C),7.97
S1(C(=NC(=C1)C)N=NC2(=C(O)C=CC(=C2)OC)),7.98
SCC[N+](C)(C)C,7.98
O=C1(NC(=O)C(C(C)(C)C)C(N1)=O),7.98
O=[N+]([O-])C=CC1(=CC=C(O)C=C1),7.98
OC=1(NN=C(C=1CCC)C2(=CC=CC=C2)),8
ClC1(=CC=C(C(=O)NC(=S)N(CC)CC)C=C1),8
OC=1(N(N=C(C=1CC)C2(=CC=CC=C2))C3(=CC=CC=C3)),8
OC=1(N(N=C(C=1CCCCCCC)C2(=CC=CC=C2))C3(=CC=CC=C3)),8
O=C(N)C(N)C(C)C,8
S(=O)(=O)([O-])C1(=CC(O)=C2(NN=CC2(=C1))),8
S(SC=1(C(=O)NC(=O)NC=1))C=2(C(=O)NC(=O)NC=2),8
O=C1(C(O)=C(OC)C=CC=C1),8
IC2(=C(O)C1(=NC=CC=C1C(=C2)I)),8
O=C(C1(=CC=C(O)C=C1))C2(=CC=CC=C2),8.01
[Br]C1(=CC([Br])=CC(=C1)O),8.01
[S+](C1(=C(C=CC(=C1)O)C))(C)C,8.01
SCC[NH2+]C,8.02
FC(F)(F)C(F)(F)C(F)(F)C(=O)NN,8.02
O=[N+]([O-])C1(=CC=C(C(=O)NO)C=C1),8.02
ClC1(=CC(=C(O)C=C1)C[NH+](C)C),8.02
O=C(NC)C1(=C(O)C=CC=C1),8.03
O=C1(C=C(C(=NO)C(=C1)C)C),8.04
O=C(N)CN,8.05
SCC(=O)NN,8.05
SCC(=O)NC,8.05
OC=1(C=NC2(=CC=CC=C2(C=1))),8.06
ClC1(=CC(Cl)=CC(=C1)O),8.07
O=[N+]([O-])C1(=CC(C(=O)NO)=CC=C1),8.07
OC1(=CC([N+](C)(C)C)=CC=C1),8.07
SCC[NH+](C(C)C)C(C)C,8.08
O=CC1(=C(O)C(=NC=C1C)C),8.08
ClC1(=C(O)C(=CC(=C1)Cl)CCCC),8.1
OC1(=C(O)C=CC=C1C[N+](C)(C)C),8.1
O=C2(C=CC(=NC1(=CC=C(O)C=C1))C=C2),8.1
O=C(OO)CC,8.1
SCC(=O)N(C)C,8.1
S(=O)(=O)([O-])C1(=CC(O)=C2(C=NNC2(=C1))),8.1
ClC1(=C(O)C(=CC(=C1)Cl)CCC),8.1
ClC1(=CC(=C(O)C=C1)C[NH+](CC)CC),8.11
[N+]12(=C(C=CC=C1)C[N+]=3(C=CC=CC=3(C2))),8.12
FC1(=CC(=C(O)C=C1)C[NH+](C)C),8.12
S=C(N(CC)CC)NC(=O)C1(=CC=C(F)C=C1),8.13
O=C(NCCC[NH+](CC=C)CC=C)C=NO,8.14
SCC(=O)NCC,8.14
O=C1(NC(=O)C2(C1NC(=O)C2)),8.15
S=C1(NC(=S)C(N1)C2(=CC=CC=C2)),8.15
IC1(=NC(CC([NH3+])C(=O)[O-])=C(N1)I),8.18
O=C(OO)C,8.19
OC2(=CC=1(C(=NC=NC=1)C=C2)),8.19
OC1(=C(C=CC(=C1)[N+](C)(C)C)C),8.2
OC1(=CC([N+](C)(C)C)=CC(=C1)C),8.2
S(=O)(=O)(NC1(=NC=CC=C1))C2(=CC=CC=C2),8.2
OC=1(NN=C(C=1CCCC)C2(=CC=CC=C2)),8.2
[Br]NC(=O)CC,8.2
O=C(OO)CCC,8.2
S(C(=N)C1(=CC=CC=C1))CCCC,8.21
S=C(N(CC)CC)NC(=O)C1(=CC(F)=CC=C1),8.21
OC1(=CC(=C(C#N)C(=C1)C)C),8.21
S(=O)(=O)(NC1(=CC=CC=C1))C2(=CC=CC=C2),8.22
SCC(=O)N,8.22
OC2(=C(N=NC=1(C(=NNC=1N)N))C=CC=C2),8.22
ClC(=NO)C=NO,8.24
O=[N+]([O-])C([N+](=O)[O-])C(C)(C)C,8.24
O=C(OC)CC(=O)C1(=CC=NC=C1),8.24
S(=O)(=O)(N)C=1(SC=CN=1),8.25
O=C1(OC(=O)C=2(C=CC=CC=2(N1))),8.25
OC=2(C1(=NN=CC=C1C=CC=2)),8.25
OC1(=CC=C([N+](C)(C)C)C=C1),8.25
O=C2(OC1(=C(C(O)=CC=C1)C(=C2)C)),8.26
FC1(F)(OC(F)(C(F)(F)C(=O)NN)C(C1(F)F)(F)F),8.26
O=C1(C3(=C(OC(=C1)C2(=CC=C(O)C=C2))C=CC=C3)),8.27
ON=CC1(=CC=[N+](C)C=C1),8.27
S1(SC(=O)C=C1C2(=CC=C(O)C=C2)),8.27
OC1(=CC([N+](C)(C)C)=C(C)C=C1),8.28
O=C(NC1(=CC(=CC=C1)C[NH+](C)C))C=NO,8.28
S(=O)(C1(=CC=C(O)C=C1))C,8.28
ClC1(=CC(=C(O)C=C1)C[NH+]2(CCCC2)),8.3
FC3(=CC1(=C(OCCC12(NC(=O)NC2=O))C=C3)),8.3
O=C2(OC1(=C(C=CC=C1)C(=C2CC3(C(=O)OC=4(C=CC=CC=4(C3=O))))[O-])),8.3
O=C(NCCC[N+](CCC[N+](C)(C)C)(C)C)C=NO,8.31
O=C(OCC1(=CC=CC=C1))C2(=CC=C(O)C=C2),8.31
O=[N+]([O-])C1(=CC(O)=CC=C1),8.31
ON=NC(C1(=CC=CC=C1))C,8.32
S(=O)(=O)(NCC[NH+](C)C)C=2(C=1(C(=C(N(C)C)C=CC=1)C=CC=2)),8.33
OC=2(C1(=NC=CC=C1C=NC=2)),8.33
OC1(=CC(=C([N+](C)(C)C)C=C1)C),8.34
O=C(OCCCC)C1(=CC=C(O)C=C1),8.34
O=C(OC)C1(=CC=C(O)C=C1),8.34
O=C(N)CNC,8.35
S(=O)(=O)(N)C=1(SC=C(N=1)C),8.35
S=C(N(CC)CC)NC(=O)C1(=CC(=CC=C1)C),8.36
O=C(N(O)C1(=CC=CC=C1))C,8.36
O=C(C=NO)CC,8.37
O=C(NC1(=NN=NN1CC))C,8.38
OC2(=CC=C(C=CC1(=[N+](C=CC=C1)C))C=C2),8.4
OC=1(NN=C(C=1CCCCC)C2(=CC=CC=C2)),8.4
SCC[NH3+],8.4
O=C1(NC(=NO)C(=O)C=C1),8.4
[Br]C1(=C(O)C=CC=C1),8.4
ClC1(=C(O)C=CC=C1),8.4
OC=2(C=1(C(=CC=NC=1)C=CC=2)),8.4
ClCC1(=NC=2(C(O)=CC=C(C=2(N1C))O)),8.4
S(C1(=NC=NC2(=C1NC=N2)))CC=3(OC=CC=3),8.42
O=C(NC1(=CC=C(C[NH+](C)C)C=C1))C=NO,8.43
OC2(=CC1(=C3(C(=NC=C1C=C2)C=CC=C3))),8.43
OC=2(C1(=NC=CC(=C1C=CC=2)C)),8.44
S=C(N(CC)CC)NC(=O)C1(=CC=CC=C1),8.45
O5(C1(=C(C=C2(CC[N+]3(C(C2(=C1))CC=4(C=CC(=C(C=4(C3))OC)O))(C)))OC5)),8.45
OC=2(C=1(C(=CN=CC=1)C=CC=2)),8.45
S(=O)(=O)(NC1(=NC=C(N)C=C1))C2(=CC=C(N)C=C2),8.47
OC2(=C1(C(NC=C1CC[NH+](C)C)=CC=C2)),8.47
S(=O)(=O)(NC1(=CC(=CC=C1)C))C2(=CC=CC=C2),8.48
O=C(NCCC[NH+](CC=C)C)C=NO,8.48
O=[N+]([O-])C2(=CC=1(C(=C(O)C=CC=1)C=C2)),8.49
S(=O)(C3(=CC(OC)=C(C1(=NC=2(C=NN=CC=2(N1))))C=C3))C,8.49
O2(C(C(O)=CC1(=CC=CC=C1))=CC=C2),8.5
OC=2(C1(=NC=CC=C1C3(=NC=CC=C3(C=2)))),8.5
S(=O)(=O)(NC2(=CC=C(C=1(SC=C(N=1)C))C=C2))C3(=CC=C(N)C=C3),8.5
O=C(N(O)C)C1(=CC=C(C)C=C1),8.5
S(=O)(=O)(NC1(=NC=CC=C1))C2(=CC=C(N)C=C2),8.51
O=[N+]([O-])C1(=C(C=CC=C1)B(O)O),8.52
OC=2(C=1(C(=NC=CC=1)C=CC=2)),8.54
ClC1(=C(Cl)C(OCC(=O)OCC)=CC=C1OC2(=CC(=C(O)C=C2)C[NH3+])),8.55
OC1(=CC(=CC=C1)B(O)O),8.55
O=[N+]([O-])CCC1(=CC=CC=C1),8.55
ClC=1(C([N+](=O)[O-])=CC2(=CC(O)=CC=C2(C=1))),8.56
S(C#N)C1(=CC=C(O)C=C1),8.57
SC=1(N=CC2(=CC=CC=C2(C=1))),8.58
S1(C(=NC=C1)NP(=O)(OC)C2(=CC=C([N+](=O)[O-])C=C2)),8.6
[S+](CC(=O)C1(=CC=CC=C1))(C)C,8.6
OC=1(NN=C(C=1CCCCCC)C2(=CC=CC=C2)),8.6
O=C(NO)C1(=NC=CC=C1),8.6
S(=O)(=O)([O-])C=2(C(=NO)C1(=C(NN=C1)C(C=2)=O)),8.6
O=C1(C(=NO)C=C2(C(O)CN(C2(=C1))C)),8.6
O=C(NCCC[NH2+]C)C=NO,8.61
O=C(N)C1(=C(O)C=CC=C1),8.61
[Br]C1(=C(O)C=CC(=C1)OC),8.62
SCC[NH+](CCC)CCC,8.62
ClC2(=CC=1(S(=O)(=O)N=C(C)NC=1C=C2)),8.62
O=C(OC1(=CC=CC=C1))C2(=C(O)C=CC=C2C),8.63
S(=O)(=O)(N)C1(=CC=C([N+](=O)[O-])C=C1),8.63
OC1(=CC(C#N)=CC=C1),8.63
OC3(=C1(C(C=2(C=CC=CC1=2))=CC=C3)),8.64
O=C1(N(C(=O)C=2(N(C)C=NC=2(N1)))C),8.65
OC=2(C1(=NC=NC=C1C=CC=2)),8.65
S(=O)(=O)(C1(=NC=CN1))CC2(=CC=CC=C2),8.67
[Br]C6(=CC=C([P+](C1(=CC=CC=C1))(C2(=CC=CC=C2))C4(C3(=C(C=CC=C3)C5(=C4C=CC=C5))))C=C6),8.67
OC3(=CC=2(C(=C1(C(C=CC=C1)=NC=2))C=C3)),8.68
O=C(NCCC[NH+](C)C)C=NO,8.68
O=[N+]([O-])C1(=C(OC)C=CC(=C1)O),8.68
O=C(N(CCC[NH+](C)C)C)C=NO,8.68
OC=1(C=2(C(C=NC=1)=CC=CC=2)),8.68
O=C(C1(=CC=CC=C1))CC(=O)C,8.69
ClC=2(C=1(C(=CC=C(C=1)O)C=CC=2)),8.69
S1(C(=NC=C1)NP(=O)(OCC(F)(F)F)C2(=CC=C(N)C=C2)),8.7
S1(C(=NC=C1)NP(=O)(OCC)C2(=CC=C([N+](=O)[O-])C=C2)),8.7
O=[N+]([O-])C2(=CC=C(C(=O)CC(=O)NC1(=CC=CC=C1))C=C2),8.7
O=C(NCC1([NH+](CCC1)CC))C2(=C(O)C(=CC=C2OC)CC),8.7
S=C1(NC(=O)C(N1)C(C)C),8.7
O=C1(N(O)C(C)(C)CC1),8.7
OC1([N+](CC(C1)(C)C)(C)C),8.7
OC1(=C(C=CC=C1)C[N+](C)(C)C),8.71
S=C1(NC(=O)C(N1)(C)C),8.71
O=C(NCCC[NH+](CCCC(C)C)C)C=NO,8.72
O1(C(=NC(=C1O)CC2(=CC=CC=C2))C3(=CC=CC=C3)),8.72
O=C(NCCC[NH+](CC)C)C=NO,8.72
ClC1(=C(Cl)C(=CC=C1OCC(=O)OCC)CC2(=CC(=C(O)C=C2)C[NH3+])),8.73
O=C(N(O)C)C,8.73
S(C1(=NC=NC2(=C1NC=N2)))C,8.74
OC1(=C(C=CC=C1)CC[NH+](C)C),8.75
OC1(=CC=C(C[N+](C)(C)C)C=C1),8.75
S(=O)(C1(=CC(O)=CC=C1))C,8.75
O=C(NCCC[NH+](CC)CC)C=NO,8.75
OC=2(C1(=NC=NC(=C1C=CC=2)C)),8.75
S=C(N(CC)CC)NC(=O)C1(=CC=C(C)C=C1),8.77
O=CNO,8.77
O1(N=C2(C(=NO)CCCC2(=N1))),8.78
OC2(=CC1(=NC=C3(C=CC=CC3(=C1C=C2)))),8.79
S=C1(NC(=O)C2(N1)(CCCCC2)),8.79
S=C2(NC(=O)N(C1(OC(CO)C(C1)O))C=C2C),8.8
O=C2(C(=CC(=NC1(=CC=C(O)C=C1))C(=C2)C)C(C)C),8.8
ON=C(C#[N+][O-])C,8.8
O=CC1(=NC=NC2(=C1NC=N2)),8.8
O=[N+]([O-])C2(=C1(C(=O)NC(C1=CC=C2)=O)),8.8
O=[N+]([O-])C2(=CC=1(C(=CC=C(C=1)O)C=C2)),8.81
FC1(=CC(=C(O)C=C1)C[NH+]2(CCCCC2)),8.81
OC3(=CC=1(C(=NC2(=CC=CC=C2(C=1)))C=C3)),8.81
OB(O)C1(=CC(N)=CC=C1),8.81
O=C(NCCCC[NH+](C)C)C=NO,8.81
OC=2(C1(=NC=NC(=C1C=CC=2)CCC)),8.82
O=C(N)C1(NCCC1),8.82
OC2(=CC=1(C(=NC=CC=1)C=C2)),8.82
S=C(N(CC)CC)NC(=O)C1(=CC=C(OCC)C=C1),8.83
S(=O)(=O)(N)C1(=CC(C#N)=CC=C1),8.84
O=C(C1(=CC=CC1))C,8.84
O=C1(C3(=C(OC(=C1)C2(=C(O)C=CC=C2))C=CC=C3)),8.85
O=C(CC(=O)C)C,8.85
O=C1(NC(=O)CC1NC(=O)C),8.85
O=C1(N(O)C(C)(C)C(C1)C),8.85
OC2(=CC1(=NC=CC=C1C=C2)),8.85
O=C(C(=NO)C1(=CC=CC=C1))C,8.85
O=CC1(=CC(O)=CC=C1),8.86
O=C(OC)C(=NO)C1(=CC=CC=C1),8.87
S(=O)(=O)(NC1(=CC=C(OC)C=C1))C2(=CC=CC=C2),8.88
SCC1(=NC=CN1C),8.88
OC1(=CC(=CC=C1)C[NH+](C)C),8.88
O=C(NCCCCC[NH+](C)C)C=NO,8.88
OC2(=CC=1(C(=CC=NC=1)C=C2)),8.88
S(=O)(=O)(NC1(=CC=CC=C1))C2(=CC=C(N)C=C2),8.89
[N+]3(=CC=C(C1(=NC=2(C=CC=CC=2(N1))))C=C3)(C),8.89
O=CC1(=CC(O)=C(OC)C=C1),8.89
S1(C(=NN=C1C2(=CC=CC=C2))NC(=O)C),8.9
[S+](CC(=O)C1(=CC=C(C)C=C1))(C)C,8.9
O=C2(C(=CC(=NC1(=CC=C(O)C=C1))C=C2C)C),8.9
O=C(N)C1(NCCCC1),8.9
O=C(C=NO)C=C(C)C,8.9
N1(=NC=2(C=C(C)C=CC=2(N1))),8.9
O=C(NO)C1(=CC=C(C)C=C1),8.9
O=C(NO)C1(=C(OC)C=CC=C1),8.9
O(C1(=C(O)C=CC(=C1)C=NC3(=NC=2(NC=NC=2C=N3))))C,8.91
O=[N+]([O-])C2(=CC=C(NC(=O)CC(=O)C1(=CC=CC=C1))C=C2),8.91
O=C(C2(=CC=[N+](CC1(=CC=C(C)C=C1))C=C2))CC3(=CC=CC=C3),8.91
S(C2(=NC=1(N=CNC=1C=N2)))C,8.91
N2(=C1(N=CNC1=CN=C2)),8.92
O=[N+]([O-])C1(=C([N+](=O)[O-])C=C2(NC=NC2(=C1))),8.92
O=C(NCCCCCC[NH+](C)C)C=NO,8.93
O1(C(=NC(=C1O)C)C2(=CC=CC=C2)),8.94
S(=O)(C3(=CC(OC)=C(C1(=NC=2(N=CC=NC=2(N1))))C=C3))C,8.94
ClC1(=C(Cl)C=CC(=C1)S(=O)(=O)N),8.94
O=[N+]([O-])C(CC([N+](=O)[O-])C)(C)C,8.95
ClC1(=CC(O)=CC=C1),8.96
O=C(NCCCCCCCC[NH+](C)C)C=NO,8.97
O=C(NCCCCCCC[NH+](C)C)C=NO,8.98
S(=O)(=O)(N)C1(=CC(=CC=C1)C(F)(F)F),8.98
O=C(C1(=NNC(=C1)C(=O)C))C,8.98
O=[N+]([O-])C1(=C(C(O)=C(C)C=C1C)C),8.98
O=C(OC)CC(=O)C1(=CN=CC=C1),8.98
O=C(NCCCCCCCCC[NH+](C)C)C=NO,8.99
[Br]C1(=CC(O)=CC=C1),8.99
O=C1(N(C=CC=C1O)CC),8.99
O=C(C1(=CC(O)=CC=C1))C2(=CC=CC=C2),9
O=C(C1(=CC=CC=C1))C2(=NNC(=C2)C(=O)C),9.01
O=[N+]([O-])C2(=CC=C(C1(=CC=C(O)C=C1))C=C2),9.01
O=[N+]([O-])C3(=CC1(=C(C=2(C=CC(=CC=2(C1))O))C=C3)),9.01
O=C(NCCCCCCCCCC[NH+](C)C)C=NO,9.02
IC1(=CC(O)=CC=C1),9.02
O=C1(NC(=O)C(N1)CC2(=CC=CC=C2)),9.03
O=C(N)C1(N2(CCC(C1)CC2)),9.04
S(=O)(=O)(NC1(=CC=C(N)C=C1))C2(=CC=CC=C2),9.05
O=C(N(O)C1(=CC=CC=C1))CCCCCCCCCCCCC,9.05
O=[N+]([O-])C=CC1(=CC(O)=CC=C1),9.05
O=C(OCC)C1(=CC(O)=CC=C1),9.05
O2(C1(=C(O)C=CC5(=C1C34(C2C(O)C=CC3C(N(C)CC4)C5O)))),9.06
O=[N+]([O-])C(CO)CO,9.07
O=C(CC(=O)C)CC(C)C,9.07
ClC2(=CC=1(C(=CC=C(C=1)O)C=C2)),9.09
[Br]C1(=C(OC)C=CC(=C1)O),9.09
OC2(=CC(=C(N=NC1(=C(C=C(C)C=C1C)C))C(=C2)C)C),9.1
O=C(NN=CC1(=NC=NC2(=C1NC=N2)))N,9.1
O=C(N(C3(=CC=C(N=NC2(=CC=1(OCCOCCOCCOCCOCCOC=1C=C2)))C=C3))CCCC)C4(=CC=C(O)C=C4),9.12
O=C1(NC(=O)CN1),9.12
O=C(N)C1(=C(O)C=C(N)C=C1),9.12
O=C(C1(=CC(O)=CC=C1))C,9.12
O=C(NCCN)C1(=CC=CC=C1),9.13
O=C2(OC1(=C(C=C(O)C=C1)C(=C2)C)),9.14
O=C(C1(=CC=CC=C1))C2(=NNC(=C2)C(=O)CC),9.14
O=C1(C(=O)CCC1),9.14
FC1(F)(C(F)(F)C(F)(F)C(F)(C(=O)NN)C(C1(F)F)(F)F),9.14
S(=O)(=O)(NC2(=CC=C(C1(=C(C(=NC(=C1C(=O)OCC)C)C)C(=O)OCC))C=C2))C3(=CC=C(N)C=C3),9.15
O=C([N+]1(=CC=C(N)C=C1))C,9.15
O=C(OC)[N+]1(=CC=C(N)C=C1),9.15
OC2(=CC=1(C(=CN=CC=1)C=C2)),9.15
O=C(C(=NO)C)CO,9.16
O(C1(=NC=NC2(=C1NC=N2)))C,9.16
OC1(=C(C=CC=C1)C=NC3(=NC=2(NC=NC=2C=N3))),9.19
O=C1(NC(=O)C(N1)(C)C),9.19
S(=O)(=O)(N)C1(=CC([N+](=O)[O-])=CC=C1),9.19
O=C(NO)CCCCCCC,9.19
S1(C(=NC=C1)NP(=O)(OC)C2(=CC=C(N)C=C2)),9.2
[Br]C2(=CC=1(C(=CC(O)=CC=1)C=C2)),9.2
S(=O)(=O)(NC2(=CC(C=1(SC=C(N=1)C))=CC=C2))C3(=CC=C(N)C=C3),9.2
OC=1(NN=C(C=1CCCCCCC)C2(=CC=CC=C2)),9.2
O=C(C1(=CC=CC=C1))C(=NNC2(=C(C(=O)C)C=CC=C2))C(=O)C3(=CC=CC=C3),9.2
O=C(CC(=O)C)CCCCC,9.2
N2(=C(C=1(NC=NC=1N=C2))C),9.21
S2(C1(=C(C=CC(=C1)O)N=C2)),9.21
OC2(=C(N=C(C1(=C(O)C=CC=C1))C)C=CC=C2),9.23
OB(O)C1(=C(N)C=CC=C1),9.23
OC1(=CC(=CC=C1)CC[NH+](C)C),9.24
S=C(OCCCC)NC(=O)C,9.25
S=C2(N(C1(CCCCC1)(C(N2)=O))C),9.25
O=C(C1(=CC=CC=C1))C(=NO)C,9.25
OC3(=C2(NC1(=C(C=CC=C1)N(C2=CC=C3)C))),9.26
[Br]C2(=CC(C(=S)NC1(=CC(Cl)=C(Cl)C=C1))=CC=C2),9.26
O=[N+]([O-])C3(=CC=2(C(=O)C(=C1(NC=CC=C1))C(C=2C=C3)=O)),9.26
O=C1(NC=NC2(=C1C=NN2C)),9.26
O=C1(N(C(=O)C=2(C=NNC=2(N1C)))C),9.26
O=C(NO)CC1(=CC=CC=C1),9.26
OC2(=CC1(=C3(C(=CC=C1C=C2)C=CC=C3))),9.28
OC1(=C(O)C=CC=C1C),9.28
O(C1(=C(O)C(O)=CC=C1))C,9.28
[Br]C1(=CC=C(O)C=C1),9.29
ClC1(=CC=C(O)C=C1),9.29
FC(F)(F)C(=NO)C1(=CC(N(C)C)=CC=C1),9.3
O=C(C1(=C(O)C=CC=C1))C2(=CC=CC=C2),9.3
O=C(C(=NO)C)C,9.3
O=C(NO)C1(C(C(=O)NO)C2(CCC1O2)),9.3
O=C1(N(C=CC(N1)=O)C2(OC(CO)C(C2)O)),9.3
OC=2(C1(=NC=CC=C1C(O)=CC=2)),9.3
ClC2(=CC=1(C(=CC(O)=CC=1)C=C2)),9.31
O=C(C(C1(=CC=CC=C1))C(=O)C)C,9.32
IC1(=CC=C(O)C=C1),9.32
O(C1(=CC=C(B(O)O)C=C1))C,9.32
SCCC(=O)OC,9.33
S=C(OCCC)NC(=O)C,9.34
S(=O)(=O)(N)C1(=CC=C(F)C=C1),9.34
O=C(OCC)C1(=CC=C(O)C=C1),9.34
OC=1(C(N)=CC2(=CC=CC=C2(C=1))),9.35
OC2(=CC=1(NN=CC=1C=C2)),9.35
O=C(CC(=O)C)CC,9.36
N2(=C1(N=C(C)NC1=CN=C2)),9.37
OC3(=CC2(=C(C1(=CC=CC=C1))C=CC=C2C=C3)),9.38
O=C1(NC=NC2(=C1C=NN2)),9.38
O=C(C(=NO)CC)C,9.38
O=C(NC1(=CC(O)=CC=C1))C,9.38
S(=O)(=O)(N)C1(=CC(OC)=CC=C1),9.39
O=[N+]([O-])CCO,9.4
ON=C(N)C1(=NC=NC2(=C1NC=N2)),9.4
OC1(=C(C(N=[N+]=[N-])=NCC)C=CC=C1),9.4
OC2(=CC=1(C(=CC=CC=1C)C=C2)),9.42
OC1(=CC(=CC=C1)CC[N+](C)(C)C),9.43
S(=O)(=O)(NC1(=NC(N)=CC=N1))C2(=CC=C(N)C=C2),9.44
OC=1(C=2(C(C=CC=1)=CC=CC=2)),9.44
O=C(OC1(=CC=CC=C1))C2(=C(O)C=C(C)C=C2),9.44
O=[N+]([O-])C4(=CC=C(C(=O)C[N+]=3(C=2(C(=C1(C(C=CC=C1)=CC=2))C=CC=3)))C=C4),9.45
S(=O)(=O)([O-])C1(=C(O)C=CC2(=C1NN=C2)),9.45
OC1(=CC=C(CC[NH+](C)C)C=C1),9.46
O=C(NO)CC,9.46
O=C(N)C=C(O)C,9.46
O=C(C(C)C)CC(=O)C,9.46
OC2(=CC=1(NC=3(C(=NC=CC=3(C=1C=C2))C))),9.47
OC2(=CC=C(C1(=CC=CC=C1))C=C2),9.47
SCCO,9.47
O=C(NO)CCC,9.48
O=C(OC)C=C(O)C,9.48
S(C=1(N=C(O)C(N=1)(C)C))C,9.48
S(=O)(=O)(NCCC(=[NH2+])N)C1(=CC=C(C)C=C1),9.49
O=C(NO)CCCCCCCCC(=O)N,9.49
O=C([O-])C1(=NC(=C(O)C=C1)C),9.49
O=[N+]([O-])C1(=NNC=C1N),9.5
SCCNC(=O)C,9.5
OC1(=C(N=CC=C1)N),9.5
ClC1(=CC=C(S(=O)(=O)N)C=C1),9.5
S(C1(=CC=C(O)C=C1))C,9.5
SCCNC1(=CC=CC=C1),9.5
S(C1(=NC=NN1))CC2(=CC=CC=C2),9.5
OC3(=CC1(=C(C=2(C=CC=CC=2(C1)))C=C3)),9.51
